,,,,,jue 1 de feb de 24,"3.887,15",gas,,,,,,,mar 20/feb 24,,,mar 20/feb 24,"10,52",,jue 22 de feb de 24,"7.893,97",limpVerdu
,,,,,,"-40.014,00",,,,TOTAL,"926,86",,,mié 21/feb 24,,,mié 21/feb 24,"2,92",,sáb 24 de feb de 24,"9.794,00",polloVerd
,,,,,,,,,,,"-635838,281666667",,,jue 22/feb 24,,,jue 22/feb 24,"8,10",,mar 27 de feb de 24,"3.490,00",verdu
,,,,,,,,,,,,,,vie 23/feb 24,,,vie 23/feb 24,"8,10",,,"6.300,00",yerba
,,,,,jue 8 de feb de 24,"-55.000,00",eze,,,,,,,sáb 24/feb 24,,,sáb 24/feb 24,,,,"10.500,00",polloHuevos
,,,,,,,,,,,,,,dom 25/feb 24,"9.080,00",birra,dom 25/feb 24,,,,"5.040,00",lavaropa
,,,,,,,,,,rendimientosReservas,"11640,28",,,lun 26/feb 24,,,lun 26/feb 24,,,,,
TOTAL,"480.774,59",,,,TOTAL,"102.330,75",,,,,,,,mar 27/feb 24,,,mar 27/feb 24,"10,75",,TOTAL,"150.848,97",
,,,,,,,,,,saldoMercadoPago,"902,03",,,mié 28/feb 24,"3.500,00",pelo,mié 28/feb 24,"10,65",,,,
,,,,,,,,,,saldoBanco,"0,36",,,jue 29/feb 24,"774,00",pan,jue 29/feb 24,"2,79",,,,
,,,,,,,,,,efectivo,"0,00",,,vie 01/mar 24,,,vie 01/mar 24,,,,,
GASTOS TARJETA,,,,GASTOS TARJETA EXC,,,,TOTAL,"902,38666666662",,,sáb 02/mar 24,,,sáb 02/mar 24,,,,,,,
FECHA,MONTO,CONCEPTO,,,FECHA,MONTO,CONCEPTO,,DIF,DINERO-CALCULO,"-24,4716666666591",,,,,,TOTAL,"264,49",,,,
once/doce,"3.541,67",bateriaAuto,,,dom 28 de ene de 24,"5.060,00",pedidosYa,,,,,,,,,,,,,,,
,,,,,mar 30 de ene de 24,"5.832,77",superBirra,,,gastosTarjetaVisa,,,RESERVA,MONTO,GANADO,TOTAL,,vencimientos,,,,
---------------,,,,,jue 1 de feb de 24,"3.549,38",super,,,FECHA,MONTO,CONCEPTO,,agua,,"117,45",,,19/02/24,,,
,,,,,jue 1 de feb de 24,"5.335,00",pedidosYa,,,cinco/doce,"21.958,33",brackets,x,osde,,"323,09",,"3266,33333333333",14/02/24,,,
,,,,,dom 4 de feb de 24,"3.060,00",pedidosYa,,,cinco/doce,"1.657,44",jetSmart,x,gas,,0,0,,,,,
,,,,,vie 9 de feb de 24,"5.980,00",pedidosYa,,,cinco/seis,"3.686,86",taladro,x,,,,,,,,,
,,,,,jue 15 de feb de 24,"5.980,00",pedidosYa,,,cuatro/seis,"1.367,00",medias,x,semanaDos,,"187,98",,,,,,
,,,,,vie 23 de feb de 24,"5.980,00",pedidosYa,,,tres/seis,"21.665,00",mochi,x,semanaTer,,"804,68",,,,,,
,,,,,,,,,,dos/tres,"14.849,67",irrigador,x,semanaCua,,"1500,78",,,,,,
,,,,,,,,,,uno/seis,"4.524,00",farmacia,x,vacas,"21.460,00","3195,71","24655,71",,,,,
,,,,,,,,,,sáb 23 de dic de 23,"4.600,00",pedidosYa,x,tattoo,0,"1857,64",0,,,,,
,,,,,,,,,,mié 27 de dic de 23,"7.960,00",pedidosYa,x,alquiler,,"2599,93",,,08/11/23,,,
,,,,,,,,,,vie 29 de dic de 23,"10.000,00",nafta,x,dentista,"10.300,00","788,53","11088,53",,15/11/23,,,
,,,,,,,,,,vie 29 de dic de 23,"5.100,00",pedidosYa,x,,,,0,,,,,
,,,,,,,,,,lun 1 de ene de 24,"2.150,00",tabaco,x,,,0,0,,,,,
,,,,,,,,,,uno/tres,"21.388,80",suple,x,,,0,0,,,,,
,,,,,,,,,,uno/tres,"21.305,26",tabaco,x,,,0,0,,,,,
,,,,,,,,,,dom 7 de ene de 24,"9.170,00",pedidosYa,x,,,0,0,,,,,
,,,,,,,,,,uno/seis,"2.569,43",espejoMeha,x,,,0,0,,,,,
,,,,,,,,,,uno/tres,"3.266,33",repuestoPhi,x,total,31760,"11375,79","35744,24",,,,,
TOTAL,"3.541,67",,,,TOTAL,"40.777,15",,,,TOTAL,"166.777,27",,,,INV,REND,TOTAL,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,mié 17 de ene de 24,"4.499,94",nafta,,,,,,,,,,
,,,,,,,,,,jue 18 de ene de 24,"5.060,00",pedidosYa,,,,,,,,,,
,,,,,,,,,,,"-0,80",,,,,,,,,,,
