,sueldo,"930.631,15",,,,,,,,,,,,,,,,,,,"897.699,40",total,,
,,,,,,,,,,,,,,,,,,,,,"117.864,40",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,8 de agosto,"646,17",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.415,00",venta,,
,,,,,,,,,,,,,,,,,,,,,"914.330,55",total,,
,,,,,,,,,,,,,,,,,,,,,"134.495,55",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11 de agosto,"653,08",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.443,00",venta,,
,,,,,,,,,,,,,,,,,,,,,"942.394,44",total,,
,,,,,,,,,,,,,,,,,,,,,"162.559,44",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11 de agosto,"644,31",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.484,00",venta,,
,,,,,,,,,,,,,,,,,,,,,"956.156,04",total,,
,,,,,,,,,,,,,,,,,,,,,"176.321,04",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,17 de agosto,"664,22",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.494,90",venta,,
,,,,,,,,,,,,,,,,,,,,,"992.942,48",total,,
,,,,,,,,,,,,,,,,,,,,,"213.107,48",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,19 de agosto,"664,22",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.548,00",venta,,
,,,,,,,,,,,,,,,,,,,,,"1.028.212,56",total,,
,,,,,,,,,,,,,,,,,,,,,"248.377,56",,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24 de septiembre,"670,13",usdt,,
,,,,,,,,,,,,,,,,,,,,,"1.407,20",venta,,
,,,,,,,,,,,,,,,,,,,,,"943.006,94",total,,
,,,,,,,,,,,,,,,,,,,,,"163.171,94",,,
